IdentifierType,IdentifierTypeID,ID,NIMSPEntityID
"Sunlight Lawmaker",1,ILL000987,13471011
"Sunlight Lawmaker",1,ILL000988,6700390
"Sunlight Lawmaker",1,ILL000989,13000060
"Sunlight Lawmaker",1,ILL000990,3528460
"Sunlight Lawmaker",1,ILL000991,15990010
"Sunlight Lawmaker",1,ILL000992,19926292
"Sunlight Lawmaker",1,ILL000993,18984130
"Sunlight Lawmaker",1,ILL000994,6700617
"Sunlight Lawmaker",1,ILL000995,6514941
"Sunlight Lawmaker",1,ILL000996,19010322
"Sunlight Lawmaker",1,ILL000997,21085143
"Sunlight Lawmaker",1,ILL000998,3204627
"Sunlight Lawmaker",1,ILL000999,6700731
"Sunlight Lawmaker",1,ILL001000,18996879
"Sunlight Lawmaker",1,ILL001003,13000199
"Sunlight Lawmaker",1,ILL001004,2778537
"Sunlight Lawmaker",1,ILL001006,2605221
"Sunlight Lawmaker",1,ILL001007,2782492
"Sunlight Lawmaker",1,ILL001010,13000203
"Sunlight Lawmaker",1,INL000001,6592155
"Sunlight Lawmaker",1,INL000002,13011881
"Sunlight Lawmaker",1,INL000003,2949733
"Sunlight Lawmaker",1,INL000004,6591528
"Sunlight Lawmaker",1,INL000005,6667745
"Sunlight Lawmaker",1,INL000007,6488536
"Sunlight Lawmaker",1,INL000008,13011884
"Sunlight Lawmaker",1,INL000009,6591905
"Sunlight Lawmaker",1,INL000010,6675181
"Sunlight Lawmaker",1,INL000011,6667752
"Sunlight Lawmaker",1,INL000012,6682340
"Sunlight Lawmaker",1,INL000014,6700210
"Sunlight Lawmaker",1,INL000015,6682350
"Sunlight Lawmaker",1,INL000016,6675219
"Sunlight Lawmaker",1,INL000017,6592197
"Sunlight Lawmaker",1,INL000018,6682329
"Sunlight Lawmaker",1,INL000020,6592076
"Sunlight Lawmaker",1,INL000021,6591722
"Sunlight Lawmaker",1,INL000022,6393137
"Sunlight Lawmaker",1,INL000025,6625456
"Sunlight Lawmaker",1,INL000026,7201836
"Sunlight Lawmaker",1,INL000027,6591704
"Sunlight Lawmaker",1,INL000028,13011912
"Sunlight Lawmaker",1,INL000029,6659155
"Sunlight Lawmaker",1,INL000030,6393363
"Sunlight Lawmaker",1,INL000033,13011869
"Sunlight Lawmaker",1,INL000034,6392884
"Sunlight Lawmaker",1,INL000035,6700212
"Sunlight Lawmaker",1,INL000038,13011932
"Sunlight Lawmaker",1,INL000039,6625175
"Sunlight Lawmaker",1,INL000040,6470084
"Sunlight Lawmaker",1,INL000041,6488747
"Sunlight Lawmaker",1,INL000042,6659181
"Sunlight Lawmaker",1,INL000043,13011925
"Sunlight Lawmaker",1,INL000044,13011918
"Sunlight Lawmaker",1,INL000047,6675285
"Sunlight Lawmaker",1,INL000048,6591643
"Sunlight Lawmaker",1,INL000050,6591555
"Sunlight Lawmaker",1,INL000051,6393250
"Sunlight Lawmaker",1,INL000052,13000423
"Sunlight Lawmaker",1,INL000053,6682179
"Sunlight Lawmaker",1,INL000055,13000454
"Sunlight Lawmaker",1,INL000057,6393368
"Sunlight Lawmaker",1,INL000058,6591787
"Sunlight Lawmaker",1,INL000059,23594405
"Sunlight Lawmaker",1,INL000060,6591636
"Sunlight Lawmaker",1,INL000061,13000258
"Sunlight Lawmaker",1,INL000062,6591846
"Sunlight Lawmaker",1,INL000063,6591540
"Sunlight Lawmaker",1,INL000066,6592092
"Sunlight Lawmaker",1,INL000067,6675185
"Sunlight Lawmaker",1,INL000070,7151498
"Sunlight Lawmaker",1,INL000072,6675196
"Sunlight Lawmaker",1,INL000074,6488565
"Sunlight Lawmaker",1,INL000076,6667757
"Sunlight Lawmaker",1,INL000079,6393331
"Sunlight Lawmaker",1,INL000080,6667764
"Sunlight Lawmaker",1,INL000084,6591735
"Sunlight Lawmaker",1,INL000085,6591764
"Sunlight Lawmaker",1,INL000087,6682230
"Sunlight Lawmaker",1,INL000088,13000429
"Sunlight Lawmaker",1,INL000089,6393222
"Sunlight Lawmaker",1,INL000091,6675214
"Sunlight Lawmaker",1,INL000093,6675222
"Sunlight Lawmaker",1,INL000096,6682140
"Sunlight Lawmaker",1,INL000097,6393103
"Sunlight Lawmaker",1,INL000098,6682297
"Sunlight Lawmaker",1,INL000099,6392838
"Sunlight Lawmaker",1,INL000101,6592338
"Sunlight Lawmaker",1,INL000103,6393186
"Sunlight Lawmaker",1,INL000104,6604966
"Sunlight Lawmaker",1,INL000105,6675237
"Sunlight Lawmaker",1,INL000106,13000362
"Sunlight Lawmaker",1,INL000108,6682145
"Sunlight Lawmaker",1,INL000111,6682279
"Sunlight Lawmaker",1,INL000112,23594525
"Sunlight Lawmaker",1,INL000113,6697099
"Sunlight Lawmaker",1,INL000114,6451100
"Sunlight Lawmaker",1,INL000117,7320467
"Sunlight Lawmaker",1,INL000121,6393305
"Sunlight Lawmaker",1,INL000123,13000455
"Sunlight Lawmaker",1,INL000124,6488685
"Sunlight Lawmaker",1,INL000126,6682258
"Sunlight Lawmaker",1,INL000127,6591743
"Sunlight Lawmaker",1,INL000128,6488705
"Sunlight Lawmaker",1,INL000129,6591963
"Sunlight Lawmaker",1,INL000130,13000385
"Sunlight Lawmaker",1,INL000131,6392967
"Sunlight Lawmaker",1,INL000132,13000261
"Sunlight Lawmaker",1,INL000133,6682305
"Sunlight Lawmaker",1,INL000134,6470075
"Sunlight Lawmaker",1,INL000135,6675269
"Sunlight Lawmaker",1,INL000138,6982753
"Sunlight Lawmaker",1,INL000139,6592184
"Sunlight Lawmaker",1,INL000140,6592036
"Sunlight Lawmaker",1,INL000141,6675278
"Sunlight Lawmaker",1,INL000146,6682164
"Sunlight Lawmaker",1,INL000148,6682118
"Sunlight Lawmaker",1,INL000149,13000294
"Sunlight Lawmaker",1,INL000151,7160905
"Sunlight Lawmaker",1,INL000153,10246101
"Sunlight Lawmaker",1,INL000154,10246093
"Sunlight Lawmaker",1,INL000155,13000390
"Sunlight Lawmaker",1,INL000156,13889244
"Sunlight Lawmaker",1,INL000159,10246056
"Sunlight Lawmaker",1,INL000160,13000265
"Sunlight Lawmaker",1,INL000161,6420866
"Sunlight Lawmaker",1,INL000162,10246082
"Sunlight Lawmaker",1,INL000163,10246067
"Sunlight Lawmaker",1,INL000164,6591938
"Sunlight Lawmaker",1,INL000165,6605039
"Sunlight Lawmaker",1,INL000166,10885691
"Sunlight Lawmaker",1,INL000168,6682223
"Sunlight Lawmaker",1,INL000169,10246075
"Sunlight Lawmaker",1,INL000170,10885729
"Sunlight Lawmaker",1,INL000171,10246079
"Sunlight Lawmaker",1,INL000172,6695721
"Sunlight Lawmaker",1,INL000173,6682174
"Sunlight Lawmaker",1,INL000174,10245978
"Sunlight Lawmaker",1,INL000175,10885742
"Sunlight Lawmaker",1,INL000176,10885702
"Sunlight Lawmaker",1,INL000177,6500220
"Sunlight Lawmaker",1,INL000178,10245986
"Sunlight Lawmaker",1,INL000179,10885716
"Sunlight Lawmaker",1,INL000180,10885732
"Sunlight Lawmaker",1,INL000181,164624
"Sunlight Lawmaker",1,INL000182,6682246
"Sunlight Lawmaker",1,INL000250,21084518
"Sunlight Lawmaker",1,INL000251,21084510
"Sunlight Lawmaker",1,INL000252,21078213
"Sunlight Lawmaker",1,INL000256,21084515
"Sunlight Lawmaker",1,INL000258,14436476
"Sunlight Lawmaker",1,INL000259,10246008
"Sunlight Lawmaker",1,INL000260,21077620
"Sunlight Lawmaker",1,INL000261,21078196
"Sunlight Lawmaker",1,INL000262,21078161
"Sunlight Lawmaker",1,INL000264,6996756
"Sunlight Lawmaker",1,INL000265,21078191
"Sunlight Lawmaker",1,INL000266,21078183
"Sunlight Lawmaker",1,INL000269,21084493
"Sunlight Lawmaker",1,INL000270,13000279
"Sunlight Lawmaker",1,INL000271,12177943
"Sunlight Lawmaker",1,INL000272,21078152
"Sunlight Lawmaker",1,INL000273,21084477
"Sunlight Lawmaker",1,INL000275,28306268
"Sunlight Lawmaker",1,INL000276,6591486
"Sunlight Lawmaker",1,INL000278,6392849
"Sunlight Lawmaker",1,INL000280,13000404
"Sunlight Lawmaker",1,INL000281,6682214
"Sunlight Lawmaker",1,KSL000002,6665614
"Sunlight Lawmaker",1,KSL000004,6625632
"Sunlight Lawmaker",1,KSL000006,6409034
"Sunlight Lawmaker",1,KSL000007,6464512
"Sunlight Lawmaker",1,KSL000008,6409048
"Sunlight Lawmaker",1,KSL000009,6421385
"Sunlight Lawmaker",1,KSL000010,6409084
"Sunlight Lawmaker",1,KSL000012,6464585
"Sunlight Lawmaker",1,KSL000014,6669144
"Sunlight Lawmaker",1,KSL000016,13011945
"Sunlight Lawmaker",1,KSL000017,6690977
"Sunlight Lawmaker",1,KSL000018,13011940
"Sunlight Lawmaker",1,KSL000020,6671671
"Sunlight Lawmaker",1,KSL000021,8850968
"Sunlight Lawmaker",1,KSL000022,13000481
"Sunlight Lawmaker",1,KSL000024,6612577
"Sunlight Lawmaker",1,KSL000025,6612591
"Sunlight Lawmaker",1,KSL000027,6625947
"Sunlight Lawmaker",1,KSL000028,6612194
"Sunlight Lawmaker",1,KSL000029,13000500
"Sunlight Lawmaker",1,KSL000032,6665772
"Sunlight Lawmaker",1,KSL000039,6626103
"Sunlight Lawmaker",1,KSL000040,6677492
"Sunlight Lawmaker",1,KSL000042,6408945
"Sunlight Lawmaker",1,KSL000044,6700179
"Sunlight Lawmaker",1,KSL000045,13000480
"Sunlight Lawmaker",1,KSL000047,13000542
"Sunlight Lawmaker",1,KSL000050,13000474
"Sunlight Lawmaker",1,KSL000053,13000487
"Sunlight Lawmaker",1,KSL000055,6408970
"Sunlight Lawmaker",1,KSL000062,6677523
"Sunlight Lawmaker",1,KSL000063,3847828
"Sunlight Lawmaker",1,KSL000068,6421740
"Sunlight Lawmaker",1,KSL000070,6464519
"Sunlight Lawmaker",1,KSL000071,6690879
"Sunlight Lawmaker",1,KSL000074,6612280
"Sunlight Lawmaker",1,KSL000075,13000499
"Sunlight Lawmaker",1,KSL000081,6690803
"Sunlight Lawmaker",1,KSL000083,13000538
"Sunlight Lawmaker",1,KSL000084,6409071
"Sunlight Lawmaker",1,KSL000085,6409078
"Sunlight Lawmaker",1,KSL000087,6690831
"Sunlight Lawmaker",1,KSL000088,6612316
"Sunlight Lawmaker",1,KSL000089,6677560
"Sunlight Lawmaker",1,KSL000090,6690980
"Sunlight Lawmaker",1,KSL000092,6665658
"Sunlight Lawmaker",1,KSL000094,6612345
"Sunlight Lawmaker",1,KSL000095,6690956
"Sunlight Lawmaker",1,KSL000096,6665673
"Sunlight Lawmaker",1,KSL000097,13703386
"Sunlight Lawmaker",1,KSL000098,6677569
"Sunlight Lawmaker",1,KSL000099,6665683
"Sunlight Lawmaker",1,KSL000101,6677574
"Sunlight Lawmaker",1,KSL000102,6665696
"Sunlight Lawmaker",1,KSL000103,6409119
"Sunlight Lawmaker",1,KSL000109,6422027
"Sunlight Lawmaker",1,KSL000117,6671679
"Sunlight Lawmaker",1,KSL000118,6422059
"Sunlight Lawmaker",1,KSL000121,6422068
"Sunlight Lawmaker",1,KSL000124,6409193
"Sunlight Lawmaker",1,KSL000125,6612606
"Sunlight Lawmaker",1,KSL000129,13000549
"Sunlight Lawmaker",1,KSL000131,13000464
"Sunlight Lawmaker",1,KSL000132,6671685
"Sunlight Lawmaker",1,KSL000134,6677631
"Sunlight Lawmaker",1,KSL000135,6464705
"Sunlight Lawmaker",1,KSL000136,13703512
"Sunlight Lawmaker",1,KSL000137,13000528
"Sunlight Lawmaker",1,KSL000138,6671691
"Sunlight Lawmaker",1,KSL000139,6612651
"Sunlight Lawmaker",1,KSL000140,6612655
"Sunlight Lawmaker",1,KSL000141,6677634
"Sunlight Lawmaker",1,KSL000145,6612697
"Sunlight Lawmaker",1,KSL000146,6690828
"Sunlight Lawmaker",1,KSL000148,6690952
"Sunlight Lawmaker",1,KSL000150,6480668
"Sunlight Lawmaker",1,KSL000151,6480672
"Sunlight Lawmaker",1,KSL000152,6665784
"Sunlight Lawmaker",1,KSL000153,13000463
"Sunlight Lawmaker",1,KSL000154,6507741
"Sunlight Lawmaker",1,KSL000155,6409346
"Sunlight Lawmaker",1,KSL000159,6409411
"Sunlight Lawmaker",1,KSL000160,6669164
"Sunlight Lawmaker",1,KSL000162,6507626
"Sunlight Lawmaker",1,KSL000164,13703458
"Sunlight Lawmaker",1,KSL000167,6612171
"Sunlight Lawmaker",1,KSL000169,13703429
"Sunlight Lawmaker",1,KSL000170,6665592
"Sunlight Lawmaker",1,KSL000175,6665641
"Sunlight Lawmaker",1,KSL000176,6409063
"Sunlight Lawmaker",1,KSL000180,6677579
"Sunlight Lawmaker",1,KSL000181,13703897
"Sunlight Lawmaker",1,KSL000182,13703911
"Sunlight Lawmaker",1,KSL000183,6421497
"Sunlight Lawmaker",1,KSL000188,13703446
"Sunlight Lawmaker",1,KSL000189,6691001
"Sunlight Lawmaker",1,KSL000190,13703459
"Sunlight Lawmaker",1,KSL000191,13703496
"Sunlight Lawmaker",1,KSL000193,13703504
"Sunlight Lawmaker",1,KSL000195,13703423
"Sunlight Lawmaker",1,KSL000197,13011943
"Sunlight Lawmaker",1,KSL000199,13010833
"Sunlight Lawmaker",1,KSL000200,6690817
"Sunlight Lawmaker",1,KSL000201,13703500
"Sunlight Lawmaker",1,KSL000202,13703442
"Sunlight Lawmaker",1,KSL000205,6421273
"Sunlight Lawmaker",1,KSL000206,13703521
"Sunlight Lawmaker",1,KSL000207,6665633
"Sunlight Lawmaker",1,KSL000208,6612250
"Sunlight Lawmaker",1,KSL000210,13703391
"Sunlight Lawmaker",1,KSL000211,13703514
"Sunlight Lawmaker",1,KSL000212,13703449
"Sunlight Lawmaker",1,KSL000216,13703488
"Sunlight Lawmaker",1,KSL000218,4067009
"Sunlight Lawmaker",1,KSL000219,13703434
"Sunlight Lawmaker",1,KSL000221,6690781
"Sunlight Lawmaker",1,KSL000222,13703479
"Sunlight Lawmaker",1,KSL000224,13703498
"Sunlight Lawmaker",1,KSL000225,8864847
"Sunlight Lawmaker",1,KSL000226,13703377
"Sunlight Lawmaker",1,KSL000227,13703474
"Sunlight Lawmaker",1,KSL000231,13703414
"Sunlight Lawmaker",1,KSL000232,13703401
"Sunlight Lawmaker",1,KSL000233,13703420
"Sunlight Lawmaker",1,KSL000234,13703380
"Sunlight Lawmaker",1,KSL000245,8781800
"Sunlight Lawmaker",1,KSL000246,13703409
"Sunlight Lawmaker",1,KSL000249,13703465
"Sunlight Lawmaker",1,KSL000251,6409235
"Sunlight Lawmaker",1,KSL000255,13703510
"Sunlight Lawmaker",1,KSL000257,13703415
"Sunlight Lawmaker",1,KSL000260,13703501
"Sunlight Lawmaker",1,KSL000262,6507719
"Sunlight Lawmaker",1,KSL000263,13703384
"Sunlight Lawmaker",1,KSL000270,24844701
"Sunlight Lawmaker",1,KSL000272,8770083
"Sunlight Lawmaker",1,KSL000273,24844595
"Sunlight Lawmaker",1,KSL000274,6671625
"Sunlight Lawmaker",1,KSL000275,24844588
"Sunlight Lawmaker",1,KSL000277,24844600
"Sunlight Lawmaker",1,KSL000279,24844652
"Sunlight Lawmaker",1,KSL000280,24844618
"Sunlight Lawmaker",1,KSL000281,24844712
"Sunlight Lawmaker",1,KSL000282,24844673
"Sunlight Lawmaker",1,KSL000283,24844614
"Sunlight Lawmaker",1,KSL000284,24844646
"Sunlight Lawmaker",1,KSL000285,24844611
"Sunlight Lawmaker",1,KSL000287,24844647
"Sunlight Lawmaker",1,KSL000289,24844635
"Sunlight Lawmaker",1,KSL000290,24844706
"Sunlight Lawmaker",1,KSL000291,24844661
"Sunlight Lawmaker",1,KSL000292,24844622
"Sunlight Lawmaker",1,KSL000293,15310068
"Sunlight Lawmaker",1,KSL000294,24844658
"Sunlight Lawmaker",1,KSL000295,24844589
"Sunlight Lawmaker",1,KSL000296,13703440
"Sunlight Lawmaker",1,KSL000297,8777804
"Sunlight Lawmaker",1,KSL000298,24844643
"Sunlight Lawmaker",1,KSL000301,7911683
"Sunlight Lawmaker",1,KSL000302,24844628
"Sunlight Lawmaker",1,KSL000307,24844695
"Sunlight Lawmaker",1,KSL000312,6464604
"Sunlight Lawmaker",1,KSL000313,13703502
"Sunlight Lawmaker",1,KSL000314,13703467
"Sunlight Lawmaker",1,KSL000315,6614357
"Sunlight Lawmaker",1,KYL000002,6666407
"Sunlight Lawmaker",1,KYL000003,2786018
"Sunlight Lawmaker",1,KYL000004,6682061
"Sunlight Lawmaker",1,KYL000005,13011977
"Sunlight Lawmaker",1,KYL000006,6377230
"Sunlight Lawmaker",1,KYL000008,13011971
"Sunlight Lawmaker",1,KYL000009,13011982
"Sunlight Lawmaker",1,KYL000010,6452986
"Sunlight Lawmaker",1,KYL000011,6573550
"Sunlight Lawmaker",1,KYL000012,6585778
"Sunlight Lawmaker",1,KYL000013,6682026
"Sunlight Lawmaker",1,KYL000015,6391533
"Sunlight Lawmaker",1,KYL000016,13011993
"Sunlight Lawmaker",1,KYL000019,6391541
"Sunlight Lawmaker",1,KYL000021,6499983
"Sunlight Lawmaker",1,KYL000024,6470870
"Sunlight Lawmaker",1,KYL000025,13011992
"Sunlight Lawmaker",1,KYL000026,6422613
"Sunlight Lawmaker",1,KYL000028,13000832
"Sunlight Lawmaker",1,KYL000031,6589415
"Sunlight Lawmaker",1,KYL000032,6656549
"Sunlight Lawmaker",1,KYL000033,13012052
"Sunlight Lawmaker",1,KYL000034,6377563
"Sunlight Lawmaker",1,KYL000037,6682055
"Sunlight Lawmaker",1,KYL000039,6681850
"Sunlight Lawmaker",1,KYL000041,6377115
"Sunlight Lawmaker",1,KYL000043,6497888
"Sunlight Lawmaker",1,KYL000044,6470730
"Sunlight Lawmaker",1,KYL000045,9252615
"Sunlight Lawmaker",1,KYL000047,6377188
"Sunlight Lawmaker",1,KYL000049,6675069
"Sunlight Lawmaker",1,KYL000051,6377224
"Sunlight Lawmaker",1,KYL000052,6377239
"Sunlight Lawmaker",1,KYL000053,13000896
"Sunlight Lawmaker",1,KYL000055,6585904
"Sunlight Lawmaker",1,KYL000056,6488127
"Sunlight Lawmaker",1,KYL000058,6573489
"Sunlight Lawmaker",1,KYL000060,6656347
"Sunlight Lawmaker",1,KYL000061,6377261
"Sunlight Lawmaker",1,KYL000062,6573497
"Sunlight Lawmaker",1,KYL000063,13000584
"Sunlight Lawmaker",1,KYL000065,6585937
"Sunlight Lawmaker",1,KYL000067,6573527
"Sunlight Lawmaker",1,KYL000068,6497713
"Sunlight Lawmaker",1,KYL000069,6627046
"Sunlight Lawmaker",1,KYL000071,3284667
"Sunlight Lawmaker",1,KYL000072,6377282
"Sunlight Lawmaker",1,KYL000073,6388958
"Sunlight Lawmaker",1,KYL000074,9160562
"Sunlight Lawmaker",1,KYL000080,6573560
"Sunlight Lawmaker",1,KYL000081,6377325
"Sunlight Lawmaker",1,KYL000084,13000688
"Sunlight Lawmaker",1,KYL000085,6453104
"Sunlight Lawmaker",1,KYL000086,13000770
"Sunlight Lawmaker",1,KYL000087,6681908
"Sunlight Lawmaker",1,KYL000088,6488177
"Sunlight Lawmaker",1,KYL000089,6611087
"Sunlight Lawmaker",1,KYL000091,13000692
"Sunlight Lawmaker",1,KYL000092,6377370
"Sunlight Lawmaker",1,KYL000093,6681937
"Sunlight Lawmaker",1,KYL000094,6377376
"Sunlight Lawmaker",1,KYL000095,6377381
"Sunlight Lawmaker",1,KYL000096,6681826
"Sunlight Lawmaker",1,KYL000097,6377387
"Sunlight Lawmaker",1,KYL000098,6499869
"Sunlight Lawmaker",1,KYL000099,6585802
"Sunlight Lawmaker",1,KYL000100,6668166
"Sunlight Lawmaker",1,KYL000102,6377408
"Sunlight Lawmaker",1,KYL000105,6668176
"Sunlight Lawmaker",1,KYL000106,29300638
"Sunlight Lawmaker",1,KYL000107,6453128
"Sunlight Lawmaker",1,KYL000108,6377435
"Sunlight Lawmaker",1,KYL000111,6573605
"Sunlight Lawmaker",1,KYL000112,13000702
"Sunlight Lawmaker",1,KYL000113,6377458
"Sunlight Lawmaker",1,KYL000114,6377480
"Sunlight Lawmaker",1,KYL000115,6388893
"Sunlight Lawmaker",1,KYL000117,6656498
"Sunlight Lawmaker",1,KYL000118,6668180
"Sunlight Lawmaker",1,KYL000119,13000885
"Sunlight Lawmaker",1,KYL000120,13000773
"Sunlight Lawmaker",1,KYL000121,13000928
"Sunlight Lawmaker",1,KYL000122,6499940
"Sunlight Lawmaker",1,KYL000124,6488250
"Sunlight Lawmaker",1,KYL000125,6573628
"Sunlight Lawmaker",1,KYL000126,6497702
"Sunlight Lawmaker",1,KYL000127,6377525
"Sunlight Lawmaker",1,KYL000128,6388916
"Sunlight Lawmaker",1,KYL000130,13000842
"Sunlight Lawmaker",1,KYL000132,6470933
"Sunlight Lawmaker",1,KYL000133,6377548
"Sunlight Lawmaker",1,KYL000135,6377569
"Sunlight Lawmaker",1,KYL000136,13000780
"Sunlight Lawmaker",1,KYL000137,13000604
"Sunlight Lawmaker",1,KYL000138,6681989
"Sunlight Lawmaker",1,KYL000141,6700252
"Sunlight Lawmaker",1,KYL000143,9180007
"Sunlight Lawmaker",1,KYL000146,12591703
"Sunlight Lawmaker",1,KYL000148,10238640
"Sunlight Lawmaker",1,KYL000149,12591708
"Sunlight Lawmaker",1,KYL000150,12591706
"Sunlight Lawmaker",1,KYL000151,6626869
"Sunlight Lawmaker",1,KYL000152,12591699
"Sunlight Lawmaker",1,KYL000153,6681794
"Sunlight Lawmaker",1,KYL000154,12591695
"Sunlight Lawmaker",1,KYL000155,1514533
"Sunlight Lawmaker",1,KYL000156,6499904
"Sunlight Lawmaker",1,KYL000157,10238659
"Sunlight Lawmaker",1,KYL000159,10238662
"Sunlight Lawmaker",1,KYL000160,12591689
"Sunlight Lawmaker",1,KYL000161,10238671
"Sunlight Lawmaker",1,KYL000162,12591679
"Sunlight Lawmaker",1,KYL000163,9196119
"Sunlight Lawmaker",1,KYL000164,13000563
"Sunlight Lawmaker",1,KYL000165,6585864
"Sunlight Lawmaker",1,KYL000179,6573664
"Sunlight Lawmaker",1,KYL000202,16818830
"Sunlight Lawmaker",1,KYL000204,9210262
"Sunlight Lawmaker",1,KYL000205,19453985
"Sunlight Lawmaker",1,KYL000206,11932451
"Sunlight Lawmaker",1,KYL000207,16400559
"Sunlight Lawmaker",1,KYL000208,21078282
"Sunlight Lawmaker",1,KYL000209,12508589
"Sunlight Lawmaker",1,KYL000210,6697923
"Sunlight Lawmaker",1,KYL000214,20876841
"Sunlight Lawmaker",1,KYL000216,21078239
"Sunlight Lawmaker",1,KYL000219,21078264
"Sunlight Lawmaker",1,KYL000220,6656298
"Sunlight Lawmaker",1,KYL000221,19907892
"Sunlight Lawmaker",1,KYL000222,9393828
"Sunlight Lawmaker",1,KYL000223,20537470
"Sunlight Lawmaker",1,KYL000224,21078278
"Sunlight Lawmaker",1,KYL000226,21078296
"Sunlight Lawmaker",1,KYL000230,6681931
"Sunlight Lawmaker",1,LAL000099,12043116
"Sunlight Lawmaker",1,LAL000105,13001029
"Sunlight Lawmaker",1,LAL000140,6680379
"Sunlight Lawmaker",1,LAL000142,6699678
"Sunlight Lawmaker",1,LAL000145,6699669
"Sunlight Lawmaker",1,LAL000148,13001076
"Sunlight Lawmaker",1,LAL000155,6423976
"Sunlight Lawmaker",1,LAL000156,6673399
"Sunlight Lawmaker",1,LAL000158,6613096
"Sunlight Lawmaker",1,LAL000161,6484844
"Sunlight Lawmaker",1,LAL000162,6424079
"Sunlight Lawmaker",1,LAL000166,6409640
"Sunlight Lawmaker",1,LAL000169,6410147
"Sunlight Lawmaker",1,LAL000170,6410201
"Sunlight Lawmaker",1,LAL000171,6627646
"Sunlight Lawmaker",1,LAL000180,13001032
"Sunlight Lawmaker",1,LAL000192,13000972
"Sunlight Lawmaker",1,LAL000194,6673330
"Sunlight Lawmaker",1,LAL000204,6673357
"Sunlight Lawmaker",1,LAL000216,6673371
"Sunlight Lawmaker",1,LAL000225,6410737
"Sunlight Lawmaker",1,LAL000227,6484721
"Sunlight Lawmaker",1,LAL000234,6484742
"Sunlight Lawmaker",1,LAL000259,13001096
"Sunlight Lawmaker",1,LAL000262,6410131
"Sunlight Lawmaker",1,LAL000264,13001064
"Sunlight Lawmaker",1,LAL000269,6498183
"Sunlight Lawmaker",1,LAL000276,12407884
"Sunlight Lawmaker",1,LAL000278,13012120
"Sunlight Lawmaker",1,LAL000372,6699502
"Sunlight Lawmaker",1,LAL000431,6699683
"Sunlight Lawmaker",1,LAL000432,6514285
"Sunlight Lawmaker",1,LAL000436,13001002
"Sunlight Lawmaker",1,LAL000437,6627751
"Sunlight Lawmaker",1,LAL000439,6424243
"Sunlight Lawmaker",1,LAL000440,32374136
"Sunlight Lawmaker",1,LAL000447,6699499
"Sunlight Lawmaker",1,LAL000464,6514212
"Sunlight Lawmaker",1,LAL000471,6514138
"Sunlight Lawmaker",1,LAL000474,13001110
"Sunlight Lawmaker",1,LAL000632,6673422
"Sunlight Lawmaker",1,LAL000734,16501207
"Sunlight Lawmaker",1,LAL000803,13000956
"Sunlight Lawmaker",1,LAL000814,32373985
"Sunlight Lawmaker",1,LAL000816,32374040
"Sunlight Lawmaker",1,MAL000005,13001220
"Sunlight Lawmaker",1,MAL000006,13012154
"Sunlight Lawmaker",1,MAL000008,376496
"Sunlight Lawmaker",1,MAL000009,13012178
"Sunlight Lawmaker",1,MAL000010,156470
"Sunlight Lawmaker",1,MAL000011,6508189
"Sunlight Lawmaker",1,MAL000012,13012165
"Sunlight Lawmaker",1,MAL000013,13001367
"Sunlight Lawmaker",1,MAL000016,13001437
"Sunlight Lawmaker",1,MAL000019,162294
"Sunlight Lawmaker",1,MAL000020,279763
"Sunlight Lawmaker",1,MAL000021,13012181
"Sunlight Lawmaker",1,MAL000024,6425026
"Sunlight Lawmaker",1,MAL000025,567833
"Sunlight Lawmaker",1,MAL000026,249185
"Sunlight Lawmaker",1,MAL000029,779653
"Sunlight Lawmaker",1,MAL000031,1758292
"Sunlight Lawmaker",1,MAL000033,6665547
"Sunlight Lawmaker",1,MAL000034,13001178
"Sunlight Lawmaker",1,MAL000035,1529614
"Sunlight Lawmaker",1,MAL000036,39412
"Sunlight Lawmaker",1,MAL000037,1414128
"Sunlight Lawmaker",1,MAL000039,364007
"Sunlight Lawmaker",1,MAL000040,35426
"Sunlight Lawmaker",1,MAL000044,6494968
"Sunlight Lawmaker",1,MAL000045,6480013
"Sunlight Lawmaker",1,MAL000046,372396
"Sunlight Lawmaker",1,MAL000048,13001289
"Sunlight Lawmaker",1,MAL000049,32647
"Sunlight Lawmaker",1,MAL000050,13001273
"Sunlight Lawmaker",1,MAL000054,13001373
"Sunlight Lawmaker",1,MAL000056,13001389
"Sunlight Lawmaker",1,MAL000057,27834
"Sunlight Lawmaker",1,MAL000058,13001522
"Sunlight Lawmaker",1,MAL000060,927721
"Sunlight Lawmaker",1,MAL000061,6390585
"Sunlight Lawmaker",1,MAL000062,2007836
"Sunlight Lawmaker",1,MAL000063,459911
"Sunlight Lawmaker",1,MAL000065,224965
"Sunlight Lawmaker",1,MAL000066,31621
"Sunlight Lawmaker",1,MAL000067,673716
"Sunlight Lawmaker",1,MAL000069,18982525
"Sunlight Lawmaker",1,MAL000071,6507846
"Sunlight Lawmaker",1,MAL000075,6508083
"Sunlight Lawmaker",1,MAL000076,13001507
"Sunlight Lawmaker",1,MAL000078,1171262
"Sunlight Lawmaker",1,MAL000079,13001384
"Sunlight Lawmaker",1,MAL000080,31510
"Sunlight Lawmaker",1,MAL000081,227458
"Sunlight Lawmaker",1,MAL000082,479479
"Sunlight Lawmaker",1,MAL000083,438104
"Sunlight Lawmaker",1,MAL000084,363363
"Sunlight Lawmaker",1,MAL000085,380208
